Set: Salvatore Gaia | File: Elsword\Resources\Enum.lua | Line: 116 | ID/Key: TA_CENTER_LEFT=4 | Context: SGI_GAIA			= 1,
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 188560 | ID/Key: 78686 | Context: m_Name = "Monster Card ‘Shadow Port Sniper’",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 188561 | ID/Key: 78686 | Context: m_Description = "A mysterious card that contains the soul of Monster [Shadow Port Sniper]\n\nUse this card in a dungeon to summon Shadow Port Sniper for a certain period of time.\nYou can summon the monster without consuming the card inside Free Training mode.\n\nDuration: 180 sec.\nCooldown: 250 sec.\n\n<Reusable Group: Monster Card>",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 188642 | ID/Key: 78688 | Context: m_Name = "Monster Card ‘Shadow Port Trickster’",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 188643 | ID/Key: 78688 | Context: m_Description = "A mysterious card that contains the soul of Monster [Shadow Port Trickster]\n\nUse this card in a dungeon to summon Shadow Port Trickster for a certain period of time.\nYou can summon the monster without consuming the card inside Free Training mode.\n\nDuration: 180 sec.\nCooldown: 250 sec.\n\n<Reusable Group: Monster Card>",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 188683 | ID/Key: 78689 | Context: m_Name = "Monster Card ‘Shadow Voider’",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 188684 | ID/Key: 78689 | Context: m_Description = "A mysterious card that contains the soul of Monster [Shadow Voider]\n\nUse this card in a dungeon to summon Shadow Voider for a certain period of time.\nYou can summon the monster without consuming the card inside Free Training mode.\n\nDuration: 180 sec.\nCooldown: 250 sec.\n\n<Reusable Group: Monster Card>",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 190363 | ID/Key: 78730 | Context: m_Name = "[Event] Monster Card ‘Glitter Alchemist’",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 190364 | ID/Key: 78730 | Context: m_Description = "A mysterious card that contains the soul of Monster [Glitter Alchemist]\n\nUse this card in a dungeon to summon Glitter Alchemist for a certain period of time.\nYou can summon the monster without consuming the card inside Free Training mode.\n\nDuration: 180 sec.\nCooldown: 250 sec.\n\n<Reusable Group: Monster Card>",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190486 | ID/Key: 78733 | Context: m_Name = "[Event] Monster Card ‘Shadow Walker’",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190487 | ID/Key: 78733 | Context: m_Description = "A mysterious card that contains the soul of Monster [Shadow Walker]\n\nUse this card in a dungeon to summon Shadow Walker for a certain period of time.\nYou can summon the monster without consuming the card inside Free Training mode.\n\nDuration: 180 sec.\nCooldown: 250 sec.\n\n<Reusable Group: Monster Card>",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190691 | ID/Key: 78738 | Context: m_Name = "[Event] Monster Card ‘Shadow Defender’",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190692 | ID/Key: 78738 | Context: m_Description = "A mysterious card that contains the soul of Monster [Shadow Defender]\n\nUse this card in a dungeon to summon Shadow Defender for a certain period of time.\nYou can summon the monster without consuming the card inside Free Training mode.\n\nDuration: 180 sec.\nCooldown: 250 sec.\n\n<Reusable Group: Monster Card>",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190732 | ID/Key: 78739 | Context: m_Name = "[Event] Monster Card ‘Shadow Port Sniper’",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190733 | ID/Key: 78739 | Context: m_Description = "A mysterious card that contains the soul of Monster [Shadow Port Sniper]\n\nUse this card in a dungeon to summon Shadow Port Sniper for a certain period of time.\nYou can summon the monster without consuming the card inside Free Training mode.\n\nDuration: 180 sec.\nCooldown: 250 sec.\n\n<Reusable Group: Monster Card>",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190814 | ID/Key: 78741 | Context: m_Name = "[Event] Monster Card ‘Shadow Port Trickster’",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190815 | ID/Key: 78741 | Context: m_Description = "A mysterious card that contains the soul of Monster [Shadow Port Trickster]\n\nUse this card in a dungeon to summon Shadow Port Trickster for a certain period of time.\nYou can summon the monster without consuming the card inside Free Training mode.\n\nDuration: 180 sec.\nCooldown: 250 sec.\n\n<Reusable Group: Monster Card>",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190855 | ID/Key: 78742 | Context: m_Name = "[Event] Monster Card ‘Shadow Voider’",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190856 | ID/Key: 78742 | Context: m_Description = "A mysterious card that contains the soul of Monster [Shadow Voider]\n\nUse this card in a dungeon to summon Shadow Voider for a certain period of time.\nYou can summon the monster without consuming the card inside Free Training mode.\n\nDuration: 180 sec.\nCooldown: 250 sec.\n\n<Reusable Group: Monster Card>",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190978 | ID/Key: 78745 | Context: m_Name = "Monster Card 'Shadow Sniper'",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 190979 | ID/Key: 78745 | Context: m_Description = "A mysterious card that contains the soul of Monster [Shadow Sniper]\n\nUse this card in a dungeon to summon Shadow Sniper for a certain period of time.\nYou can summon the monster without consuming the card inside Free Training mode.\n\nDuration: 180 sec.\nCooldown: 250 sec.\n\n<Reusable Group: Monster Card>",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 191224 | ID/Key: 78751 | Context: m_Name = "[Event] Monster Card 'Shadow Sniper'",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 191225 | ID/Key: 78751 | Context: m_Description = "A mysterious card that contains the soul of Monster [Shadow Sniper]\n\nUse this card in a dungeon to summon Shadow Sniper for a certain period of time.\nYou can summon the monster without consuming the card inside Free Training mode.\n\nDuration: 180 sec.\nCooldown: 250 sec.\n\n<Reusable Group: Monster Card>",
Set: Salvatore Ventus | File: Elsword\Resources\Item.lua | Line: 195404 | ID/Key: 78899 | Context: m_Name = "Ventus' Wings (Elixir)",
Set: Salvatore Ventus | File: Elsword\Resources\Item.lua | Line: 195405 | ID/Key: 78899 | Context: m_Description = "An elixir extracted from Ventus’ Wings.\n(Duration: 30 mins.)\n\nWings:\nIncreased Movement Speed, Wind Resistance +100, Increased Evasion by 10%.\n\nElixir's will only work in Dungeons and Fields.",
Set: Salvatore Ventus | File: Elsword\Resources\Item.lua | Line: 195432 | ID/Key: _ID=23 | Context: BUFF_FACTOR_ID["BFI_BUFF_ELIXIR_FEATHER_OF_VENTUS"],
Set: Salvatore Rosso | File: Elsword\Resources\Item.lua | Line: 195441 | ID/Key: 78900 | Context: m_Name = "Rosso's Blazing Ring (Elixir)",
Set: Salvatore Rosso | File: Elsword\Resources\Item.lua | Line: 195442 | ID/Key: 78900 | Context: m_Description = "An elixir born from Rosso's blazing power.\n(Duration: 30 mins.)\n\nFlame:\nCreates a flame ring that decreases fire resistance.\n\nElixir's will only work in Dungeons and Fields.",
Set: Salvatore Rosso | File: Elsword\Resources\Item.lua | Line: 195469 | ID/Key: _ID=24 | Context: BUFF_FACTOR_ID["BFI_BUFF_ELIXIR_FLAME_RING_OF_ROSSO"],
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 196285 | ID/Key: 81020 | Context: m_Name = "Shadow Incubus Nightmare Sword (Elsword)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 196336 | ID/Key: 81021 | Context: m_Name = "Shadow Incubus Top Piece (Elsword)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 196387 | ID/Key: 81022 | Context: m_Name = "Shadow Incubus Bottom Piece (Elsword)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 196438 | ID/Key: 81023 | Context: m_Name = "Shadow Incubus Gloves (Elsword)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 196489 | ID/Key: 81024 | Context: m_Name = "Shadow Incubus Shoes (Elsword)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 196541 | ID/Key: 81025 | Context: m_Name = "Shadow Incubus Hair (Elsword)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 197209 | ID/Key: 81050 | Context: m_Name = "Shadow Incubus Torture Blade (Raven)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 197260 | ID/Key: 81051 | Context: m_Name = "Shadow Incubus Top Piece (Raven)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 197311 | ID/Key: 81052 | Context: m_Name = "Shadow Incubus Bottom Piece (Raven)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 197362 | ID/Key: 81053 | Context: m_Name = "Shadow Incubus Gloves (Raven)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 197413 | ID/Key: 81054 | Context: m_Name = "Shadow Incubus Shoes (Raven)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 197465 | ID/Key: 81055 | Context: m_Name = "Shadow Incubus Hair (Raven)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 197827 | ID/Key: 81070 | Context: m_Name = "Shadow Incubus Destroyer (Chung)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 197878 | ID/Key: 81071 | Context: m_Name = "Shadow Incubus Top Piece (Chung)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 197929 | ID/Key: 81072 | Context: m_Name = "Shadow Incubus Bottom Piece (Chung)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 197980 | ID/Key: 81073 | Context: m_Name = "Shadow Incubus Gloves (Chung)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 198031 | ID/Key: 81074 | Context: m_Name = "Shadow Incubus Shoes (Chung)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 198083 | ID/Key: 81075 | Context: m_Name = "Shadow Incubus Hair (Chung)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 198135 | ID/Key: 81080 | Context: m_Name = "Shadow Incubus Mini-me (Elsword)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 198294 | ID/Key: 81083 | Context: m_Name = "Shadow Incubus Mini-me (Raven)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 198400 | ID/Key: 81085 | Context: m_Name = "Shadow Incubus Mini-me (Chung)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 198453 | ID/Key: 81086 | Context: m_Name = "Shadow Incubus Dark Wing (Elsword)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 198454 | ID/Key: 81086 | Context: m_Description = "These wings are veiled with Shadow Incubus' nightmare. They are crafted light and fine as feathers.",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 198639 | ID/Key: 81089 | Context: m_Name = "Shadow Incubus Dark Wing (Raven)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 198640 | ID/Key: 81089 | Context: m_Description = "These wings are veiled with Shadow Incubus' nightmare. They are crafted light and fine as feathers.",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 198763 | ID/Key: 81091 | Context: m_Name = "Shadow Incubus Dark Wing (Chung)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 198764 | ID/Key: 81091 | Context: m_Description = "These wings are veiled with Shadow Incubus' nightmare. They are crafted light and fine as feathers.",
Set: Nasod Battle Suit MK2 | File: Elsword\Resources\Item.lua | Line: 204826 | ID/Key: 81291 | Context: m_Name = "Nasod Battle Suit Top Piece (Chung)",
Set: Nasod Battle Suit MK2 | File: Elsword\Resources\Item.lua | Line: 204877 | ID/Key: 81292 | Context: m_Name = "Nasod Battle Suit Bottom Piece (Chung)",
Set: Nasod Battle Suit MK2 | File: Elsword\Resources\Item.lua | Line: 204928 | ID/Key: 81293 | Context: m_Name = "Nasod Battle Suit Gloves (Chung)",
Set: Nasod Battle Suit MK2 | File: Elsword\Resources\Item.lua | Line: 204979 | ID/Key: 81294 | Context: m_Name = "Nasod Battle Suit Shoes (Chung)",
Set: Nasod Battle Suit MK2 | File: Elsword\Resources\Item.lua | Line: 205030 | ID/Key: 81295 | Context: m_Name = "Nasod Battle Suit Hair (Chung)",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 217965 | ID/Key: 91985 | Context: m_Name = "Captured Shadow Linker",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 218027 | ID/Key: 91995 | Context: m_Name = "Shadow Crystal",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 219791 | ID/Key: 92280 | Context: m_Name = "Shadow Voider’s Leather",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 220039 | ID/Key: 92303 | Context: m_Name = "Gloomy Joaquin Alchemist Tools",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 228688 | ID/Key: 99971 | Context: m_Name = "Skill Book: Shadow Backslide",
Set: Shadow | File: Elsword\Resources\Item.lua | Line: 228689 | ID/Key: 99971 | Context: m_Description = "A Skill Book with detailed descriptions on how to use Shadow Backslide.\nThe seal of Shadow Backslide will be unlocked immediately after using and SP investment is possible.\n\nLevel for Use: 40",
Set: Henir - Lord of Time and Space | File: Elsword\Resources\Item.lua | Line: 255192 | ID/Key: 110833 | Context: m_Name = "Henir's Key",
Set: Henir - Lord of Time and Space | File: Elsword\Resources\Item.lua | Line: 255193 | ID/Key: 110833 | Context: m_Description = "A strange-looking key.\nYou need this to enter Henir's Time and Space.\nCareless use may damage it and please be careful.",
Set: Henir - Lord of Time and Space | File: Elsword\Resources\Item.lua | Line: 255223 | ID/Key: 110834 | Context: m_Name = "Henir's Secret Key",
Set: Henir - Lord of Time and Space | File: Elsword\Resources\Item.lua | Line: 255224 | ID/Key: 110834 | Context: m_Description = "A strange-looking key.\nYou can enter more secret places of Henir's Time and Space with this key.\nCareless use may damage it and please be careful.",
Set: Henir - Lord of Time and Space | File: Elsword\Resources\Item.lua | Line: 255285 | ID/Key: 110836 | Context: m_Name = "Henir's Secret Key Pieces",
Set: Henir - Lord of Time and Space | File: Elsword\Resources\Item.lua | Line: 255286 | ID/Key: 110836 | Context: m_Description = "When all pieces are put together, it is likely to form a key shape.\nI heard that there were more secret places in Henir's Time and Space,\nis this necessary to enter those places?",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 282294 | ID/Key: 111375 | Context: m_Description = "There are scientific definitions written on these papers.\nTo summarize, El Shards can enchant attiributes on the equipments.\n\nFor Elrios Alchemists Association Convention\nWriter: Echo\n\nQuest item",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296111 | ID/Key: 111620 | Context: m_Name = "Glitter Alchemist Sword",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296171 | ID/Key: 111621 | Context: m_Name = "Glitter Alchemist Top Piece (Elsword)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296172 | ID/Key: 111621 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296230 | ID/Key: 111622 | Context: m_Name = "Glitter Alchemist Bottom Piece (Elsword)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296231 | ID/Key: 111622 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296289 | ID/Key: 111623 | Context: m_Name = "Glitter Alchemist Gloves (Elsword)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296290 | ID/Key: 111623 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296347 | ID/Key: 111624 | Context: m_Name = "Glitter Alchemist Shoes (Elsword)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296348 | ID/Key: 111624 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296407 | ID/Key: 111625 | Context: m_Name = "Glitter Alchemist Staff",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296467 | ID/Key: 111626 | Context: m_Name = "Glitter Alchemist Top Piece (Aisha)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296468 | ID/Key: 111626 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296526 | ID/Key: 111627 | Context: m_Name = "Glitter Alchemist Bottom Piece (Aisha)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296527 | ID/Key: 111627 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296585 | ID/Key: 111628 | Context: m_Name = "Glitter Alchemist Gloves (Aisha)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296586 | ID/Key: 111628 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296643 | ID/Key: 111629 | Context: m_Name = "Glitter Alchemist Shoes (Aisha)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296644 | ID/Key: 111629 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296703 | ID/Key: 111630 | Context: m_Name = "Glitter Alchemist Bow",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296763 | ID/Key: 111631 | Context: m_Name = "Glitter Alchemist Top Piece (Rena)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296764 | ID/Key: 111631 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296822 | ID/Key: 111632 | Context: m_Name = "Glitter Alchemist Bottom Piece (Rena)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296823 | ID/Key: 111632 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296881 | ID/Key: 111633 | Context: m_Name = "Glitter Alchemist Gloves (Rena)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296882 | ID/Key: 111633 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296939 | ID/Key: 111634 | Context: m_Name = "Glitter Alchemist Shoes (Rena)",
Set: Miracle Alchemist | File: Elsword\Resources\Item.lua | Line: 296940 | ID/Key: 111634 | Context: m_Description = "The power of the Alchemist and sturdy Glitter Armor has produced an even more renowned armor.",
